minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Tweety,0.604067837805455,23.267341027270128,14.107802060127725,32.73901483352516,4.154411706335484,19.105506864849147,12.543303208427977,25.209507135880425
24,Penelope,0.6075119005652887,25.64602603976084,14.961418837435803,29.70518471598057,10.212356262209353,18.839811472861758,8.859285037737589,16.87758493184445
24,Daffy Duck,0.6235576683598182,33.14858686281349,15.824100150659065,32.90595741773337,6.995792191932988,19.247512559498453,13.131423241513112,26.451925947696832
36,Sylvester,0.6210536468166062,31.838601705632925,14.181274726554571,37.118967240135355,8.339734909656626,16.07186848525219,13.977304103025695,32.421613662012504
36,Marvin the Martian,0.6065627228017316,32.17481000802596,14.56419113427736,34.686539848431394,9.151650695106884,23.048606941255116,12.649769089236885,23.59109389883454
36,Road Runner,0.6315266374181537,26.0291592218937,14.033018098862552,35.66667813291933,3.9815392311949904,28.16625687169065,15.471575254921273,27.335714960415178
36,Foghorn Leghorn,0.6192625696222027,29.934322443474773,15.211629188782654,32.85054330970546,6.40032586589682,16.68025732835883,17.126574541305615,33.48400790175681
36,Bugs Bunny,0.6288895251656873,31.556097021834383,18.184209519953622,33.241897598839586,6.137938911804862,19.330092150342807,15.661028070091676,29.16317458826411
36,Elmer Fudd,0.6241572869019542,28.932063341939607,16.714253855609368,33.68502906424449,7.1341719285030045,19.99858230210871,13.855852024671021,26.548565116159242
36,Lola Bunny,0.6306077207721785,33.01274504482601,14.077794227244246,37.11679806968931,4.661183074480002,14.35948734580539,18.426786355720438,41.29800741717551
36,Porky Pig,0.6047400707323058,32.932419038212025,15.782436982273277,36.4964114321755,5.782752522598247,17.38377842139944,14.511112433446108,30.90694748532844
36,Tasmanian Devil,0.6119297942273633,26.835079639182823,14.105922064737431,36.04712880228457,4.661231424444824,24.879955427324624,9.328005544919776,19.823440119517176
36,Gossamer,0.6291372504682372,37.099142311139055,14.687021852881763,33.39295758752707,8.273950838675125,15.939461355093545,12.44204643029438,28.853703624370535
36,Granny,0.6122294254393155,29.272846143815855,14.898798961911051,38.15708747744449,6.327100582721784,21.049289810056152,12.256716019498457,26.92317362254099
36,Wile E. Coyote,0.6184213696014359,30.487281501857908,13.702075784997103,33.04289932366932,4.001368285235409,21.52846406701794,14.139049206403849,27.897325337817353
36,Tweety,0.6043126986978503,24.749898136303614,14.326790649908933,33.9061600237562,5.302174091839968,22.89308905230992,11.761891982801956,22.22756866105038
36,Penelope,0.6093909495271821,28.906626810382495,14.029454949110784,31.406558521822262,9.059749312430949,18.820512241460072,10.55145641409681,21.492925825456116
36,Daffy Duck,0.6318896229692127,31.633652500040757,14.662374815480888,33.660250060526884,5.185975597889992,25.49178468587885,12.791123437199293,23.98935479068808
